id,graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,total_modulos,modulos_iniciados,modulos_finalizados,certificados
933632385,Bacharelado,UFSCar,Sócio/Dono/Proprietário,Borracha,0,0,1,6,Minha empresa - benefício LITpass,128,72,69,0
377226804,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,servicos,1,1,1,2,Saint Paul,238,117,104,0
804405774,Tecnólogo,Universidade Metodista de Sao Paulo,Outros,Eletrodomesticos,1,1,1,5,Instagram,10,8,6,0
941017204,MBA,UEPB,Engenheiro,Laminados,0,0,1,5,Facebook,134,25,18,0
227556213,Licenciatura,UFPE,Sócio/Dono/Proprietário,Siderurgica,0,0,1,5,YouTube,164,87,84,1
107641863,Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,Estado,0,0,1,6,YouTube,10,2,1,0
258950148,MBA,FACULDADE ANHANGUERA,Supervisor,Eletroeletronicos,1,1,1,10,Instagram,10,4,1,0
246688738,Especialização,UNIVERSIDADE NOVE DE JULHO,Outros,Estado,1,1,1,9,Saint Paul,95,24,23,0
756916824,MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Assessor,Borracha,1,1,1,8,Saint Paul,114,36,26,0
966319186,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Engenheiro,Entretenimento,0,0,1,2,Mídia (revista/jornal/web),63,57,56,1
348316181,Licenciatura,UFF,Outros,Montadora,0,0,1,10,Saint Paul,100,99,99,3
803132432,Especialização,FGV-RJ,SEM EXPERIÊNCIA,Siderurgica,0,0,1,5,Outros,127,99,92,0
304733762,Especialização,USP,SEM EXPERIÊNCIA,servicos,0,0,1,8,Instagram,10,5,2,0
470924795,Licenciatura,UEPB,Analista Senior,Montadora,0,0,1,9,YouTube,286,209,193,0
618482358,Bacharelado,UFF,Analista Senior,Montadora,1,1,1,2,Linkedin,53,53,53,0
975729086,Especialização,UNICAMP,Analista,e-commerce,1,1,1,10,Outros,31,4,1,0
182647435,Licenciatura,USP,Analista,Borracha,0,0,1,6,Instagram,40,11,10,0
150098530,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Advogado,servicos,1,1,1,5,Minha empresa - benefício LITpass,20,2,1,0
287409910,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Outros,Estado,0,0,1,4,Outros,49,35,35,1
689065265,Bacharelado,Universidade Metodista de Sao Paulo,Sócio/Dono/Proprietário,Estado,0,0,1,9,Outros,141,60,51,0
716897310,Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Laminados,1,1,1,10,Mídia (revista/jornal/web),10,9,8,0
375760044,MBA,UFRJ,Analista,Eletrodomesticos,0,0,1,2,Linkedin,83,16,11,0
499119100,Especialização,UNIP,Sócio/Dono/Proprietário,Eletroeletronicos,0,0,1,2,YouTube,10,4,1,0
309220970,MBA,UNIVERSIDADE NOVE DE JULHO,Gerente,Eletroeletronicos,1,1,1,9,Outros,54,33,29,0
602394169,MBA,UFSCar,Gerente,Eletroeletronicos,1,1,1,8,Linkedin,33,9,7,0
459506801,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Oleo e Gas,1,1,1,7,Outros,58,12,3,0
740770497,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,Estado,1,1,1,10,Linkedin,10,5,4,0
423905164,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Coordenador,Eletroeletronicos,1,1,1,9,Google,36,16,6,0
479007040,Licenciatura,UFRN,Supervisor,Oleo e Gas,1,1,1,10,Outros,60,14,6,0
911531275,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Advogado,Montadora,1,1,1,2,Outros,29,7,5,0
842542071,Licenciatura,UFRN,Analista Senior,Entretenimento,1,1,1,5,Saint Paul,10,3,1,0
901846120,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Oleo e Gas,1,1,1,8,YouTube,39,12,3,0
423613128,Especialização,FACULDADE ANHANGUERA,Analista Senior,e-commerce,0,0,1,8,Minha empresa - benefício LITpass,10,3,2,0
184914314,Licenciatura,UFRN,Coordenador,Montadora,1,1,1,5,Mídia (revista/jornal/web),71,27,23,0
612063881,MBA,FACULDADE ANHANGUERA,Diretor,Siderurgica,1,1,1,6,Outros,59,8,4,0
758947132,Tecnólogo,UEPB,Advogado,Eletroeletronicos,0,0,1,3,Saint Paul,58,9,7,0
992653890,MBA,UFRJ,Advogado,Montadora,0,0,1,7,Minha empresa - benefício LITpass,48,5,2,0
923501103,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Siderurgica,1,1,1,5,Instagram,63,33,28,0
566859835,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Eletroeletronicos,0,0,1,2,Outros,256,71,41,0
575856265,Licenciatura,USP,SEM EXPERIÊNCIA,e-commerce,0,0,1,7,Outros,163,88,42,0
391726527,Licenciatura,UEPB,Sócio/Dono/Proprietário,Eletrodomesticos,1,1,1,4,Google,54,41,40,0
363523698,Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Laminados,1,1,1,3,Minha empresa - benefício LITpass,28,2,1,0
589234555,MBA,UNIVERSIDADE NOVE DE JULHO,SEM EXPERIÊNCIA,Eletroeletronicos,1,1,1,5,Instagram,6,1,1,0
501400137,Bacharelado,UFF,SEM EXPERIÊNCIA,Entretenimento,1,1,1,5,Outros,10,3,1,0
879031299,Tecnólogo,Escola Paulista de Direito,Analista,Oleo e Gas,1,1,1,4,YouTube,74,14,9,0
141398697,SEM FORMAÇÃO,UFRJ,Analista Senior,Oleo e Gas,1,1,1,5,Saint Paul,27,10,9,0
330203240,Bacharelado,UFSCar,Outros,Eletroeletronicos,1,1,1,7,Outros,33,4,2,0
671412866,Especialização,UFSCar,Analista,Siderurgica,0,0,1,9,Minha empresa - benefício LITpass,57,7,2,0
955466687,Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,servicos,1,1,1,3,Outros,277,172,148,6
780974354,Bacharelado,FATEC,Engenheiro,Estado,1,1,1,8,Minha empresa - benefício LITpass,53,13,10,0
851196764,Bacharelado,UFF,Engenheiro,Estado,0,0,1,4,Google,714,585,562,3
511475655,Tecnólogo,UFF,Analista,Eletroeletronicos,1,1,1,6,Instagram,27,2,1,0
804267866,Bacharelado,UEPB,Gerente,Montadora,0,0,1,2,Facebook,196,195,195,6
957840502,Tecnólogo,FACULDADE ANHANGUERA,Supervisor,Siderurgica,0,0,1,10,Minha empresa - benefício LITpass,54,54,54,0
513679850,Licenciatura,UEPB,Diretor,Montadora,0,0,1,7,Saint Paul,18,2,1,0
852357510,Licenciatura,Universidade Metodista de Sao Paulo,Assessor,Siderurgica,1,1,1,3,Outros,58,58,58,2
533899810,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Oleo e Gas,0,0,1,10,Outros,35,19,16,0
686536793,MBA,UFRN,Outros,Montadora,1,1,1,10,Saint Paul,29,4,1,0
251085659,Tecnólogo,UNICAMP,Diretor,e-commerce,0,0,1,6,Linkedin,10,5,2,0
535342556,Licenciatura,Escola Paulista de Direito,Sócio/Dono/Proprietário,Laminados,0,0,1,10,Outros,403,212,193,6
799375691,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Eletrodomesticos,1,1,1,4,Facebook,134,20,10,0
738064035,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Entretenimento,0,0,1,3,Google,36,18,12,0
394963607,MBA,Unesp,Sócio/Dono/Proprietário,Siderurgica,0,0,1,8,Mídia (revista/jornal/web),52,37,36,0
950236974,Tecnólogo,FACULDADE ANHANGUERA,Advogado,Siderurgica,1,1,1,9,Outros,27,7,6,0
140237118,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Engenheiro,Siderurgica,1,1,1,8,Minha empresa - benefício LITpass,317,317,317,8
961029494,Licenciatura,USP,Analista,Eletrodomesticos,1,1,1,4,Minha empresa - benefício LITpass,37,8,7,0
890796314,SEM FORMAÇÃO,FATEC,Analista Senior,Laminados,0,0,1,2,Minha empresa - benefício LITpass,30,4,1,0
931341015,Tecnólogo,USP,SEM EXPERIÊNCIA,Estado,1,1,1,5,Minha empresa - benefício LITpass,10,5,3,0
463509288,Tecnólogo,UFSCar,Engenheiro,Estado,0,0,1,4,Facebook,33,20,19,0
340132255,Especialização,UFPE,Outros,e-commerce,1,1,1,5,Linkedin,29,3,2,0
292334648,Especialização,UNICAMP,Outros,Siderurgica,0,0,1,9,Minha empresa - benefício LITpass,10,10,10,1
272167191,Tecnólogo,FACULDADE ANHANGUERA,Engenheiro,Eletroeletronicos,0,0,1,5,Google,301,96,59,0
366678195,Bacharelado,UNIVERSIDADE NOVE DE JULHO,Outros,Eletrodomesticos,1,1,1,10,YouTube,21,18,15,1
137358997,Tecnólogo,FGV-RJ,Sócio/Dono/Proprietário,Eletroeletronicos,0,0,1,9,Outros,114,29,24,0
514018857,MBA,Unesp,Diretor,servicos,0,0,1,4,Google,27,7,3,0
594927434,Especialização,UFRN,Diretor,Laminados,1,1,1,3,Outros,97,31,15,0
892468296,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Diretor,Laminados,0,0,1,2,Google,19,16,13,0
481965726,Licenciatura,UFSCar,Engenheiro,Siderurgica,1,1,1,9,Minha empresa - benefício LITpass,27,22,17,0
225213891,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Eletroeletronicos,1,1,1,9,Mídia (revista/jornal/web),40,39,39,0
169588942,Especialização,UFRN,Assessor,Siderurgica,1,1,1,7,Minha empresa - benefício LITpass,114,3,1,0
745935535,Licenciatura,UFRJ,Supervisor,Siderurgica,0,0,1,4,Instagram,91,38,27,0
372871317,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,SEM EXPERIÊNCIA,Laminados,0,0,1,9,Saint Paul,31,31,31,0
877692206,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Entretenimento,1,1,1,2,Outros,28,21,20,0
730886037,Especialização,USP,Analista Senior,Eletroeletronicos,1,1,1,9,Saint Paul,98,18,5,0
990870630,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Eletrodomesticos,1,1,1,8,Outros,218,88,70,0
310738299,Licenciatura,USP,Analista,Borracha,1,1,1,7,Mídia (revista/jornal/web),223,56,48,0
298483321,Licenciatura,FGV-RJ,Sócio/Dono/Proprietário,Montadora,0,0,1,4,Linkedin,21,12,8,0
505913176,Especialização,FACULDADE ANHANGUERA,SEM EXPERIÊNCIA,Oleo e Gas,1,1,1,5,Mídia (revista/jornal/web),9,7,3,0
433997134,Bacharelado,UNICAMP,Sócio/Dono/Proprietário,Siderurgica,1,1,1,9,YouTube,20,3,2,0
546297042,Bacharelado,Universidade Metodista de Sao Paulo,Assessor,Oleo e Gas,1,1,1,2,Instagram,30,3,2,0
107456884,Licenciatura,UFF,Gerente,Siderurgica,1,1,1,4,Linkedin,22,3,1,0
842402858,Especialização,Unesp,Diretor,e-commerce,0,0,1,4,Instagram,10,10,8,0
836965061,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Eletroeletronicos,0,0,1,4,Facebook,45,6,3,0
760215253,Tecnólogo,FGV-RJ,Assessor,Laminados,0,0,1,2,Saint Paul,27,3,1,0
706573253,Tecnólogo,UFRN,Sócio/Dono/Proprietário,Estado,0,0,1,6,Facebook,31,3,1,0
469569935,Licenciatura,UFRJ,Outros,Laminados,0,0,1,5,Facebook,30,5,3,0
942018870,SEM FORMAÇÃO,UNIP,SEM EXPERIÊNCIA,e-commerce,1,1,1,10,YouTube,732,161,90,0
154718548,MBA,FACULDADE ANHANGUERA,Engenheiro,Eletrodomesticos,0,0,1,7,Instagram,59,32,31,0
218828204,Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Oleo e Gas,1,1,1,3,Instagram,52,46,44,4
991939496,Bacharelado,UFSCar,Coordenador,Montadora,1,1,1,4,Outros,31,15,10,0
697716653,MBA,UFPE,Sócio/Dono/Proprietário,servicos,0,0,1,5,YouTube,286,265,246,0
496292170,Tecnólogo,Universidade Metodista de Sao Paulo,Gerente,Borracha,1,1,1,3,Linkedin,38,4,2,0
624520041,Bacharelado,UFF,Assessor,Eletrodomesticos,1,1,1,6,Outros,30,3,1,0
156272583,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,servicos,0,0,1,7,Google,41,13,11,0
633257830,SEM FORMAÇÃO,UFPE,Advogado,Oleo e Gas,0,0,1,2,Google,56,56,55,0
733976507,Bacharelado,UFSCar,Sócio/Dono/Proprietário,Borracha,0,0,1,3,Outros,41,3,1,0
214667852,MBA,UFF,Engenheiro,Entretenimento,1,1,1,8,Facebook,10,10,10,1
839639233,Bacharelado,FACULDADE ANHANGUERA,Engenheiro,servicos,0,0,1,5,Linkedin,41,8,6,0
229148942,Especialização,UNICAMP,Analista,Oleo e Gas,0,0,1,8,Outros,38,6,1,0
745494965,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,Laminados,1,1,1,8,Outros,114,3,1,0
582592671,Bacharelado,USP,Advogado,Estado,1,1,1,4,Minha empresa - benefício LITpass,69,55,53,0
909970918,Bacharelado,FGV-RJ,Sócio/Dono/Proprietário,Siderurgica,0,0,1,9,Outros,40,3,1,0
588075108,Licenciatura,USP,Engenheiro,Siderurgica,0,0,1,5,Mídia (revista/jornal/web),100,18,11,0
780046980,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Coordenador,Montadora,0,0,1,5,YouTube,31,31,30,0
371651672,MBA,USP,Supervisor,Siderurgica,1,1,1,6,Outros,27,25,22,0
389227298,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Entretenimento,0,0,1,6,Instagram,27,7,6,0
408406873,SEM FORMAÇÃO,UFRJ,Engenheiro,servicos,1,1,1,9,Google,45,43,38,0
398979192,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Montadora,0,0,1,7,Instagram,11,10,5,0
511582620,MBA,UNIVERSIDADE NOVE DE JULHO,Outros,Estado,1,1,1,2,Outros,29,4,3,0
711469065,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,Estado,1,1,1,2,Mídia (revista/jornal/web),21,18,14,0
212242696,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Estado,1,1,1,10,Mídia (revista/jornal/web),40,34,32,0
805724591,MBA,Unesp,Analista Senior,Eletrodomesticos,1,1,1,3,YouTube,102,40,36,0
724031159,SEM FORMAÇÃO,UNIP,Analista Senior,Oleo e Gas,0,0,1,4,Facebook,29,2,1,0
299663480,SEM FORMAÇÃO,Escola Paulista de Direito,Sócio/Dono/Proprietário,Oleo e Gas,0,0,1,7,Outros,52,2,1,0
839710730,Especialização,UFSCar,Outros,Siderurgica,1,1,1,4,Facebook,69,56,55,0
664739778,SEM FORMAÇÃO,Escola Paulista de Direito,Analista,Oleo e Gas,0,0,1,6,Google,379,128,119,3
639690471,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,Montadora,1,1,1,8,Google,31,6,2,0
508792268,Bacharelado,USP,Diretor,Estado,0,0,1,10,Outros,113,19,12,0
356427987,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Gerente,Eletroeletronicos,1,1,1,4,Saint Paul,51,19,15,0
459640203,MBA,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Borracha,0,0,1,2,Saint Paul,27,3,1,0
853646011,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,Laminados,0,0,1,5,Minha empresa - benefício LITpass,10,5,3,0
835452501,Tecnólogo,UNIP,Diretor,Laminados,0,0,1,10,Google,38,6,5,0
436663853,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Oleo e Gas,0,0,1,6,Outros,27,5,1,0
241498390,SEM FORMAÇÃO,UNICAMP,Outros,Eletroeletronicos,1,1,1,6,YouTube,55,40,33,1
535031280,Especialização,UFSCar,Supervisor,Borracha,1,1,1,5,Linkedin,54,11,7,0
800308780,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Borracha,0,0,1,3,Facebook,10,6,4,0
946717013,Especialização,UFRJ,Supervisor,Eletrodomesticos,0,0,1,8,Outros,31,31,27,0
944757592,MBA,FATEC,SEM EXPERIÊNCIA,servicos,1,1,1,2,Outros,84,58,55,2
256178209,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Laminados,0,0,1,2,Instagram,96,16,6,0
530750099,Bacharelado,FGV-RJ,Gerente,Eletrodomesticos,0,0,1,7,Outros,10,6,2,1
448970794,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Assessor,servicos,0,0,1,6,Outros,30,3,1,0
416858286,Especialização,Unesp,Assessor,servicos,1,1,1,2,Outros,91,3,3,0
459884860,Especialização,FGV-RJ,Outros,Oleo e Gas,0,0,1,4,Facebook,31,20,13,1
184561661,Tecnólogo,UFRJ,Coordenador,e-commerce,1,1,1,10,YouTube,19,13,10,0
593063336,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,servicos,1,1,1,5,YouTube,22,8,6,0
701867566,MBA,UEPB,Diretor,Siderurgica,1,1,1,6,Instagram,90,29,26,0
755010764,Bacharelado,USP,Supervisor,Siderurgica,1,1,1,9,Instagram,27,16,13,0
567878038,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,e-commerce,0,0,1,10,Outros,66,7,2,0
548734829,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Oleo e Gas,1,1,1,5,Linkedin,41,25,20,0
619062562,MBA,UFSCar,Advogado,Eletrodomesticos,1,1,1,4,Saint Paul,22,4,1,0
888777275,Bacharelado,FATEC,Diretor,Oleo e Gas,1,1,1,6,YouTube,57,4,2,0
593714996,MBA,UFSCar,Coordenador,servicos,0,0,1,3,Linkedin,250,177,173,9
277906511,Especialização,UFPE,Coordenador,e-commerce,1,1,1,8,Facebook,95,20,10,0
406278760,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Estado,0,0,1,9,YouTube,63,19,17,0
715202266,SEM FORMAÇÃO,UNIP,Supervisor,e-commerce,1,1,1,3,Facebook,40,39,39,0
491573662,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Montadora,0,0,1,2,Linkedin,57,11,9,0
342965053,Especialização,UFRJ,SEM EXPERIÊNCIA,Estado,1,1,1,9,Linkedin,61,8,2,0
710300398,Licenciatura,Universidade Metodista de Sao Paulo,Coordenador,servicos,0,0,1,5,Minha empresa - benefício LITpass,359,220,166,0
998516777,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Engenheiro,Eletroeletronicos,1,1,1,4,Saint Paul,99,81,77,0
852423253,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Estado,0,0,1,8,Linkedin,176,55,46,0
426635214,MBA,Unesp,Supervisor,Montadora,1,1,1,8,Outros,31,3,1,0
342549133,Especialização,UNIP,Engenheiro,Eletroeletronicos,0,0,1,9,Facebook,40,11,4,0
747627724,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Engenheiro,Laminados,0,0,1,4,Google,63,58,57,0
812710577,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista,Siderurgica,0,0,1,9,Outros,58,34,32,0
309653386,Licenciatura,UEPB,Advogado,Borracha,1,1,1,3,Instagram,27,6,5,0
234480634,Bacharelado,UFF,SEM EXPERIÊNCIA,Entretenimento,0,0,1,6,Mídia (revista/jornal/web),10,10,10,0
241188544,Especialização,UNIP,Diretor,Oleo e Gas,1,1,1,3,Google,95,75,70,2
484982405,SEM FORMAÇÃO,USP,Analista Senior,Laminados,1,1,1,6,Mídia (revista/jornal/web),230,82,51,0
692631336,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Eletrodomesticos,0,0,1,7,Facebook,5,3,1,0
721044866,Licenciatura,Unesp,Supervisor,Eletrodomesticos,1,1,1,10,Instagram,10,8,6,0
550799796,MBA,UNIP,Gerente,Estado,1,1,1,2,Mídia (revista/jornal/web),114,60,51,0
799393774,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista Senior,Montadora,1,1,1,3,Facebook,31,9,6,0
583487618,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,1,1,1,3,YouTube,27,4,2,0
367779805,Especialização,UFRN,Analista,e-commerce,0,0,1,4,YouTube,54,26,23,0
226392467,Bacharelado,UFPE,Analista Senior,Oleo e Gas,1,1,1,7,Mídia (revista/jornal/web),29,3,1,0
602291329,Bacharelado,UFF,Sócio/Dono/Proprietário,Eletroeletronicos,0,0,1,10,Mídia (revista/jornal/web),145,74,67,1
624381673,Tecnólogo,UFRN,Analista,Montadora,1,1,1,3,Outros,128,7,2,0
158470833,Tecnólogo,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Laminados,1,1,1,5,Facebook,27,2,1,0
824529317,Especialização,USP,Supervisor,Montadora,1,1,1,8,Google,68,9,4,0
236718251,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Diretor,Siderurgica,1,1,1,2,Google,31,5,3,0
322155098,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Laminados,0,0,1,4,YouTube,159,52,44,0
827284820,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Oleo e Gas,0,0,1,9,Facebook,29,17,15,0
494475983,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Laminados,1,1,1,3,Instagram,299,170,159,0
460006236,SEM FORMAÇÃO,UFPE,Assessor,Eletroeletronicos,0,0,1,7,Outros,33,3,1,0
129510068,Tecnólogo,UFPE,SEM EXPERIÊNCIA,Eletroeletronicos,1,1,1,2,Outros,29,12,7,0
117016965,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,e-commerce,0,0,1,7,Linkedin,27,10,5,0
857187409,Especialização,UFRJ,Coordenador,Laminados,0,0,1,10,Minha empresa - benefício LITpass,25,7,5,0
529263912,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Montadora,1,1,1,4,Linkedin,22,16,14,0
188018409,Tecnólogo,USP,Advogado,Eletrodomesticos,0,0,1,6,Instagram,37,6,2,0
155011194,SEM FORMAÇÃO,Escola Paulista de Direito,Assessor,e-commerce,1,1,1,5,Outros,181,21,5,0
267597342,MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,0,0,1,6,Facebook,71,23,9,0
127087051,Bacharelado,UFPE,Advogado,servicos,0,0,1,9,Outros,125,81,77,0
880046723,Bacharelado,UFSCar,Outros,Eletroeletronicos,0,0,1,4,Linkedin,27,27,27,0
990270175,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,e-commerce,1,1,1,10,Instagram,29,8,7,0
530305188,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Siderurgica,0,0,1,8,Outros,313,104,65,0
914178683,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Eletrodomesticos,1,1,1,8,Minha empresa - benefício LITpass,10,3,2,0
317136557,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Estado,0,0,1,6,Outros,22,2,1,0
522129921,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Oleo e Gas,1,1,1,5,YouTube,37,37,37,0
311356356,Especialização,UFPE,Outros,Borracha,1,1,1,5,Saint Paul,10,6,5,0
440137802,Bacharelado,USP,Advogado,Borracha,1,1,1,6,Outros,91,90,88,4
