id,graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,total_modulos,modulos_iniciados,modulos_finalizados,certificados
142110368,SEM FORMAÇÃO,Unesp,Gerente,Eletrodomesticos,0,0,1,9,Minha empresa - benefício LITpass,109,41,23,0
584287228,Bacharelado,Unesp,Engenheiro,Eletroeletronicos,0,0,1,7,Instagram,54,17,14,0
208000075,SEM FORMAÇÃO,UEPB,Analista Senior,Oleo e Gas,0,0,1,9,Google,67,50,49,0
828875918,MBA,UFPE,Analista Senior,servicos,0,0,1,8,Linkedin,10,10,9,0
264603564,Tecnólogo,FGV-RJ,Diretor,Borracha,1,1,1,4,YouTube,86,26,11,0
136681393,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Coordenador,Montadora,1,1,1,5,Instagram,30,6,3,0
462902623,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Estado,0,0,1,2,Google,87,36,29,0
658922299,SEM FORMAÇÃO,FATEC,Assessor,Eletroeletronicos,0,0,1,9,Outros,10,7,4,0
733099678,Especialização,FACULDADE ANHANGUERA,Advogado,Eletrodomesticos,1,1,1,9,YouTube,45,5,2,0
162497347,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Siderurgica,1,1,1,4,Google,36,8,3,0
480683939,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Borracha,0,0,1,4,Facebook,82,82,82,3
434671638,Especialização,UFPE,Assessor,e-commerce,1,1,1,4,Google,31,12,1,0
262639689,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,servicos,0,0,1,5,Minha empresa - benefício LITpass,44,10,2,0
786287139,Tecnólogo,UFPE,Advogado,Montadora,0,0,1,5,Mídia (revista/jornal/web),185,58,39,0
457726356,MBA,UFF,Assessor,Oleo e Gas,1,1,1,6,Linkedin,100,99,99,0
340695557,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Borracha,1,1,1,5,Instagram,373,141,102,0
163331660,SEM FORMAÇÃO,USP,Supervisor,Entretenimento,1,1,1,6,Instagram,46,38,37,2
547519796,Tecnólogo,USP,Assessor,Montadora,1,1,1,2,Saint Paul,61,23,18,0
787003457,MBA,FGV-RJ,Gerente,Oleo e Gas,0,0,1,7,Mídia (revista/jornal/web),29,29,29,0
730027541,Especialização,FACULDADE ANHANGUERA,Engenheiro,Montadora,1,1,1,7,Minha empresa - benefício LITpass,36,10,8,0
550161242,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Entretenimento,1,1,1,3,Mídia (revista/jornal/web),33,9,8,0
688468532,Tecnólogo,UFRN,Analista,e-commerce,0,0,1,9,YouTube,31,4,3,0
950757265,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Laminados,0,0,1,3,Outros,74,49,47,1
951799425,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,1,1,1,2,Linkedin,159,159,158,10
879703582,Licenciatura,UFSCar,Diretor,Siderurgica,1,1,1,3,Outros,100,62,59,0
797530882,Tecnólogo,Unesp,Engenheiro,Siderurgica,0,0,1,10,Minha empresa - benefício LITpass,164,34,29,1
638778106,Especialização,FACULDADE ANHANGUERA,Advogado,Eletrodomesticos,0,0,1,10,Facebook,959,235,169,2
912264790,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Gerente,Estado,1,1,1,4,YouTube,27,4,1,0
579340169,MBA,UFRN,Supervisor,Laminados,1,1,1,3,Google,27,9,5,0
630364893,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Engenheiro,Entretenimento,1,1,1,5,Instagram,50,5,3,0
852931251,Tecnólogo,UFPE,Assessor,Montadora,1,1,1,7,Minha empresa - benefício LITpass,10,10,10,0
755086575,Bacharelado,UFRJ,Advogado,Laminados,0,0,1,7,Minha empresa - benefício LITpass,56,24,24,0
624621232,MBA,UNIP,Assessor,Eletroeletronicos,0,0,1,8,Outros,62,39,36,0
265275828,MBA,FGV-RJ,Analista,servicos,0,0,1,6,Mídia (revista/jornal/web),33,27,23,0
258568445,Bacharelado,UFSCar,Assessor,servicos,1,1,1,7,Saint Paul,60,11,8,0
614743529,Bacharelado,UNICAMP,Gerente,Oleo e Gas,0,0,1,9,Facebook,31,5,2,0
222993593,Bacharelado,UNIVERSIDADE NOVE DE JULHO,Coordenador,Eletroeletronicos,0,0,1,5,YouTube,28,4,2,0
316351612,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Engenheiro,Laminados,0,0,1,6,Saint Paul,63,33,30,0
205095347,Tecnólogo,UFRN,Gerente,Borracha,1,1,1,3,Google,203,74,55,1
794967299,Tecnólogo,UFRN,Analista,servicos,1,1,1,2,Instagram,29,3,2,0
304182058,MBA,UNIP,Coordenador,Eletroeletronicos,0,0,1,5,Outros,38,4,1,0
891720474,MBA,UNICAMP,Gerente,Laminados,0,0,1,2,Minha empresa - benefício LITpass,197,45,20,0
255684253,Tecnólogo,FATEC,Sócio/Dono/Proprietário,servicos,0,0,1,10,Mídia (revista/jornal/web),10,10,10,0
114969579,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Oleo e Gas,0,0,1,5,Facebook,68,6,3,0
324984377,Especialização,Universidade Metodista de Sao Paulo,Outros,Borracha,0,0,1,3,YouTube,38,26,18,0
587094713,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,Laminados,0,0,1,6,Mídia (revista/jornal/web),211,206,204,0
437601059,MBA,UFRJ,Diretor,Entretenimento,1,1,1,10,Outros,54,15,11,0
690512283,Licenciatura,UFSCar,Coordenador,Estado,1,1,1,3,Instagram,1044,395,294,4
443472540,Especialização,UNIP,Coordenador,e-commerce,1,1,1,6,Google,21,9,3,0
247664552,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Diretor,Laminados,0,0,1,5,Mídia (revista/jornal/web),55,51,49,0
490814589,Licenciatura,UFF,Engenheiro,e-commerce,1,1,1,8,Instagram,77,23,10,0
455708873,Tecnólogo,Universidade Metodista de Sao Paulo,Analista,Laminados,0,0,1,7,Mídia (revista/jornal/web),10,2,1,0
396795526,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,e-commerce,0,0,1,2,Instagram,21,17,14,1
715543714,Bacharelado,UNICAMP,Analista,Entretenimento,0,0,1,3,Mídia (revista/jornal/web),10,10,7,0
974922876,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,servicos,0,0,1,6,Minha empresa - benefício LITpass,217,50,27,0
842195660,SEM FORMAÇÃO,UFSCar,Analista,Montadora,1,1,1,5,Outros,26,5,3,0
429339297,Tecnólogo,UNIP,Analista Senior,e-commerce,0,0,1,5,Minha empresa - benefício LITpass,112,26,20,1
886941310,Especialização,FGV-RJ,Analista,Siderurgica,1,1,1,5,Facebook,130,86,79,0
492222315,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Eletrodomesticos,1,1,1,10,Facebook,124,19,9,0
206140448,Tecnólogo,UNICAMP,Analista Senior,e-commerce,0,0,1,2,Facebook,20,5,4,0
469146662,Bacharelado,Universidade Metodista de Sao Paulo,Advogado,Entretenimento,1,1,1,10,Instagram,16,4,3,0
621389039,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Coordenador,e-commerce,0,0,1,5,Google,137,112,110,4
698040360,Licenciatura,FACULDADE ANHANGUERA,Diretor,Siderurgica,0,0,1,9,Google,113,86,81,2
444669113,Licenciatura,Unesp,Analista,Entretenimento,1,1,1,8,Facebook,10,9,8,0
368420611,SEM FORMAÇÃO,UFSCar,Sócio/Dono/Proprietário,Borracha,1,1,1,9,Google,10,4,2,0
655359764,Bacharelado,UEPB,Assessor,Siderurgica,0,0,1,4,YouTube,21,15,9,0
839359408,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Eletroeletronicos,1,1,1,8,Mídia (revista/jornal/web),10,10,9,0
383349755,Bacharelado,FATEC,Sócio/Dono/Proprietário,Estado,1,1,1,4,Saint Paul,27,5,3,0
672386088,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,e-commerce,0,0,1,6,Linkedin,30,23,18,1
307992223,SEM FORMAÇÃO,UFF,Supervisor,Montadora,0,0,1,9,Minha empresa - benefício LITpass,20,5,4,0
470381463,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Analista,e-commerce,0,0,1,6,Mídia (revista/jornal/web),31,3,1,0
222744818,SEM FORMAÇÃO,UFRN,Supervisor,Siderurgica,1,1,1,9,Google,115,67,61,0
916483374,SEM FORMAÇÃO,UFF,Supervisor,Montadora,0,0,1,3,Saint Paul,31,5,2,0
186162447,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Montadora,1,1,1,7,Facebook,21,14,11,0
472225382,Tecnólogo,UNIP,Engenheiro,Eletroeletronicos,0,0,1,6,Mídia (revista/jornal/web),33,8,7,0
161167823,Especialização,FACULDADE ANHANGUERA,Supervisor,Eletrodomesticos,1,1,1,6,Outros,100,99,99,3
145273948,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista Senior,Eletrodomesticos,0,0,1,7,Facebook,21,19,16,0
146130201,Tecnólogo,FACULDADE ANHANGUERA,Engenheiro,Oleo e Gas,1,1,1,9,Outros,68,27,21,0
720060058,MBA,UNICAMP,Sócio/Dono/Proprietário,e-commerce,0,0,1,9,Minha empresa - benefício LITpass,31,2,1,0
673734015,MBA,UEPB,Outros,Oleo e Gas,1,1,1,6,Minha empresa - benefício LITpass,48,6,2,0
852036187,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Assessor,Estado,1,1,1,2,Saint Paul,31,31,29,0
710714901,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,Eletroeletronicos,0,0,1,8,Instagram,26,8,7,0
261488764,MBA,UNIP,Engenheiro,Siderurgica,1,1,1,7,Outros,236,56,42,0
380591210,Bacharelado,UNICAMP,Outros,e-commerce,0,0,1,5,Mídia (revista/jornal/web),26,4,1,0
833443481,SEM FORMAÇÃO,UEPB,Advogado,Eletrodomesticos,0,0,1,6,Minha empresa - benefício LITpass,28,3,1,0
326128931,Especialização,UNICAMP,Engenheiro,servicos,1,1,1,9,Mídia (revista/jornal/web),52,20,17,0
486665390,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Siderurgica,1,1,1,5,Linkedin,31,2,1,0
731647729,Licenciatura,USP,Assessor,Siderurgica,0,0,1,7,Facebook,30,3,1,0
409170938,Bacharelado,UNICAMP,Analista Senior,Oleo e Gas,0,0,1,7,Saint Paul,33,10,6,0
734438467,Especialização,UFSCar,SEM EXPERIÊNCIA,Eletrodomesticos,1,1,1,8,Google,10,4,1,0
345991676,MBA,FACULDADE ANHANGUERA,Advogado,Oleo e Gas,0,0,1,10,Outros,11,5,2,0
977881250,Tecnólogo,UFPE,Advogado,Estado,1,1,1,8,Mídia (revista/jornal/web),79,43,41,1
275225684,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,Eletroeletronicos,1,1,1,7,Outros,98,66,61,0
124165618,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Assessor,Siderurgica,1,1,1,3,Instagram,115,65,61,0
288630580,Tecnólogo,UFF,Diretor,servicos,0,0,1,3,Mídia (revista/jornal/web),58,31,28,0
827731069,Licenciatura,UFPE,Assessor,Eletrodomesticos,1,1,1,10,Google,297,189,169,0
555737786,SEM FORMAÇÃO,UFSCar,Engenheiro,Eletroeletronicos,1,1,1,8,Linkedin,9,2,1,0
768499044,Bacharelado,Escola Paulista de Direito,Advogado,Eletrodomesticos,1,1,1,3,Minha empresa - benefício LITpass,218,160,154,5
931519213,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,servicos,1,1,1,4,YouTube,32,6,3,0
691579835,Licenciatura,UNICAMP,Gerente,servicos,0,0,1,2,Outros,27,6,5,0
449880146,Especialização,FGV-RJ,Gerente,Oleo e Gas,1,1,1,3,Linkedin,8,8,8,0
125660211,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Entretenimento,1,1,1,8,Linkedin,35,5,3,0
290421449,Tecnólogo,UNIP,Coordenador,e-commerce,1,1,1,10,Linkedin,10,4,2,0
227320673,SEM FORMAÇÃO,UEPB,Advogado,Montadora,1,1,1,10,Mídia (revista/jornal/web),136,101,100,3
182038258,Licenciatura,FGV-RJ,Sócio/Dono/Proprietário,Siderurgica,1,1,1,3,Mídia (revista/jornal/web),209,49,40,0
740875743,Bacharelado,UNICAMP,Advogado,Estado,0,0,1,5,YouTube,18,14,14,0
170836224,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,0,0,1,4,Minha empresa - benefício LITpass,27,24,23,0
834408402,Especialização,Unesp,Analista Senior,Estado,0,0,1,8,Facebook,185,136,94,0
142920587,Bacharelado,UFSCar,Advogado,servicos,0,0,1,2,Linkedin,412,399,361,14
439483803,MBA,Universidade Metodista de Sao Paulo,Assessor,Entretenimento,1,1,1,3,Mídia (revista/jornal/web),21,8,2,0
823014539,MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Laminados,0,0,1,6,Mídia (revista/jornal/web),99,62,61,0
828679477,Tecnólogo,UNIP,Supervisor,servicos,0,0,1,7,Saint Paul,100,99,99,0
907584459,MBA,UFRN,Sócio/Dono/Proprietário,Eletroeletronicos,0,0,1,3,Google,27,27,27,0
792281852,Especialização,Escola Paulista de Direito,Supervisor,e-commerce,1,1,1,7,Mídia (revista/jornal/web),27,26,25,0
161840270,Tecnólogo,UFRN,Outros,Estado,0,0,1,3,Google,61,15,12,0
808018058,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista,Laminados,1,1,1,10,Mídia (revista/jornal/web),64,7,4,0
949808898,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,SEM EXPERIÊNCIA,Estado,1,1,1,7,YouTube,14,8,2,0
735460179,SEM FORMAÇÃO,UFRN,Assessor,Estado,0,0,1,6,Linkedin,10,5,2,0
966851675,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista Senior,Laminados,1,1,1,2,Saint Paul,40,19,16,0
107488783,SEM FORMAÇÃO,USP,Coordenador,e-commerce,0,0,1,2,Facebook,60,33,32,0
826901775,SEM FORMAÇÃO,UNICAMP,Outros,Estado,0,0,1,7,Facebook,94,51,34,0
390912699,MBA,UNICAMP,Gerente,Estado,0,0,1,7,Outros,68,47,44,1
437244956,Tecnólogo,Unesp,Assessor,Eletroeletronicos,1,1,1,3,YouTube,21,5,3,0
839130539,MBA,USP,SEM EXPERIÊNCIA,Siderurgica,1,1,1,3,YouTube,10,5,2,0
156046202,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,SEM EXPERIÊNCIA,servicos,0,0,1,4,Linkedin,64,7,2,0
997823834,MBA,FATEC,Engenheiro,Borracha,0,0,1,5,Minha empresa - benefício LITpass,82,78,68,3
931277373,Bacharelado,UFRN,Analista Senior,Estado,1,1,1,2,Minha empresa - benefício LITpass,29,4,1,0
629547331,SEM FORMAÇÃO,USP,Analista Senior,servicos,1,1,1,3,Linkedin,115,61,42,0
793337877,Tecnólogo,UFPE,Analista,Borracha,1,1,1,5,Instagram,31,2,1,0
900049992,SEM FORMAÇÃO,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,Montadora,0,0,1,10,Google,298,149,126,1
149817829,SEM FORMAÇÃO,UFPE,Gerente,e-commerce,1,1,1,5,Linkedin,111,30,25,1
422653769,SEM FORMAÇÃO,UFPE,Advogado,Eletroeletronicos,0,0,1,9,YouTube,89,26,14,0
953601682,Tecnólogo,UFRJ,SEM EXPERIÊNCIA,Oleo e Gas,1,1,1,5,Minha empresa - benefício LITpass,103,75,64,0
311624166,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Advogado,servicos,0,0,1,6,YouTube,38,9,5,0
254612357,Licenciatura,Escola Paulista de Direito,Supervisor,Siderurgica,1,1,1,9,Outros,18,4,4,0
201424772,MBA,FACULDADE ANHANGUERA,Outros,Borracha,1,1,1,9,Google,67,11,5,0
902659802,Especialização,FGV-RJ,Engenheiro,Oleo e Gas,0,0,1,3,Saint Paul,969,683,633,13
653992434,Tecnólogo,UFRJ,Coordenador,Montadora,1,1,1,2,Google,215,93,89,1
468812069,Licenciatura,Universidade Metodista de Sao Paulo,Engenheiro,Montadora,0,0,1,8,Facebook,31,18,17,0
897263253,Especialização,UFF,Outros,Estado,0,0,1,4,Outros,10,4,2,0
568940942,Bacharelado,Escola Paulista de Direito,Analista Senior,Siderurgica,0,0,1,10,YouTube,253,174,171,7
262481146,MBA,UEPB,Assessor,Eletroeletronicos,0,0,1,3,YouTube,278,211,194,6
862240596,Bacharelado,Escola Paulista de Direito,Diretor,Oleo e Gas,0,0,1,2,Google,69,29,28,0
591171382,Bacharelado,Unesp,Analista,Siderurgica,0,0,1,10,Saint Paul,210,153,94,0
291164296,Tecnólogo,Unesp,Outros,Montadora,1,1,1,8,Minha empresa - benefício LITpass,29,22,20,0
455430273,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista,e-commerce,1,1,1,3,Outros,164,163,163,5
246399022,MBA,UEPB,Analista,Eletrodomesticos,1,1,1,6,Instagram,10,3,1,0
200997624,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,Montadora,0,0,1,7,Minha empresa - benefício LITpass,208,137,127,1
487012635,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Assessor,Siderurgica,1,1,1,10,Outros,59,33,30,0
664884291,SEM FORMAÇÃO,UFRJ,Advogado,Laminados,1,1,1,4,Linkedin,67,24,20,0
214288149,Licenciatura,UFPE,Coordenador,e-commerce,0,0,1,5,Google,21,12,9,0
546362328,Licenciatura,UNIVERSIDADE NOVE DE JULHO,Analista Senior,Laminados,1,1,1,7,Outros,31,31,31,0
597805964,MBA,UNIVERSIDADE NOVE DE JULHO,Assessor,Estado,1,1,1,3,YouTube,78,59,58,0
768326586,Especialização,UNICAMP,Diretor,Siderurgica,0,0,1,6,Saint Paul,100,45,34,0
931636016,SEM FORMAÇÃO,FATEC,Supervisor,e-commerce,1,1,1,2,Minha empresa - benefício LITpass,29,9,6,0
482978366,Licenciatura,FATEC,Assessor,e-commerce,1,1,1,3,Google,21,20,18,0
206246239,Bacharelado,UNIP,Analista,Oleo e Gas,0,0,1,3,Outros,30,26,24,2
158391086,Bacharelado,UFRJ,Analista,Eletrodomesticos,1,1,1,10,Outros,38,3,1,0
902339102,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Estado,0,0,1,7,Instagram,10,7,5,0
783064173,MBA,UFSCar,Analista Senior,Borracha,1,1,1,6,Facebook,198,167,166,0
151049904,Bacharelado,Unesp,Advogado,Montadora,1,1,1,9,Outros,146,47,30,0
419900675,Tecnólogo,Universidade Metodista de Sao Paulo,Advogado,Laminados,0,0,1,3,Saint Paul,418,110,90,0
125167667,Tecnólogo,UFF,Engenheiro,Entretenimento,0,0,1,9,Saint Paul,85,21,17,0
937174035,MBA,UFRJ,Gerente,Borracha,1,1,1,6,Mídia (revista/jornal/web),27,14,10,0
365387468,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Eletrodomesticos,0,0,1,5,Minha empresa - benefício LITpass,30,4,1,0
539299211,MBA,UFRN,Supervisor,servicos,1,1,1,3,YouTube,58,39,20,0
109901211,Licenciatura,UEPB,Sócio/Dono/Proprietário,Laminados,0,0,1,6,Instagram,27,10,5,0
110870553,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,Eletroeletronicos,1,1,1,10,Instagram,21,12,3,0
141126831,Tecnólogo,UFF,Coordenador,servicos,0,0,1,10,Google,40,39,39,0
510702729,Bacharelado,FGV-RJ,SEM EXPERIÊNCIA,servicos,0,0,1,7,YouTube,27,4,3,0
263755883,Bacharelado,INSPER INSTITUTO DE ENSINO E PESQUISA,Advogado,Eletroeletronicos,0,0,1,5,Mídia (revista/jornal/web),27,2,1,0
669108587,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,SEM EXPERIÊNCIA,Eletroeletronicos,1,1,1,10,Linkedin,10,9,8,0
436673744,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista,Eletroeletronicos,0,0,1,6,Linkedin,30,5,1,0
250914513,Bacharelado,FATEC,Assessor,Eletroeletronicos,0,0,1,6,Mídia (revista/jornal/web),40,3,2,0
788793155,MBA,UFSCar,Sócio/Dono/Proprietário,Entretenimento,0,0,1,9,Mídia (revista/jornal/web),27,8,4,0
692475862,Licenciatura,FATEC,SEM EXPERIÊNCIA,Borracha,1,1,1,9,Instagram,267,100,77,0
153302261,Especialização,UEPB,Outros,Montadora,0,0,1,8,Saint Paul,127,27,10,0
592653717,Bacharelado,UNIP,Analista Senior,Siderurgica,1,1,1,8,Facebook,258,63,42,0
158409493,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Coordenador,Montadora,1,1,1,7,Facebook,10,9,7,0
137018681,Licenciatura,FATEC,Diretor,Montadora,1,1,1,9,Minha empresa - benefício LITpass,62,20,17,0
411762518,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Gerente,Siderurgica,0,0,1,8,Outros,29,15,12,0
140234502,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Eletroeletronicos,1,1,1,3,Mídia (revista/jornal/web),31,6,2,0
215625156,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Estado,1,1,1,10,Outros,31,31,31,0
455973027,Licenciatura,UNIP,Gerente,Eletroeletronicos,0,0,1,2,Facebook,10,10,10,0
149256475,Tecnólogo,FATEC,Supervisor,Entretenimento,1,1,1,3,Instagram,10,6,5,0
284819048,Tecnólogo,FATEC,Outros,Montadora,1,1,1,7,YouTube,41,7,1,0
448633318,Licenciatura,FATEC,Outros,Borracha,0,0,1,3,Saint Paul,422,132,115,0
560507824,SEM FORMAÇÃO,UFPE,Gerente,Oleo e Gas,0,0,1,3,Saint Paul,57,57,57,1
218635213,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,Siderurgica,0,0,1,4,Outros,26,3,1,0
579291190,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Coordenador,Eletrodomesticos,1,1,1,9,Outros,68,15,14,0
778625016,MBA,UNIVERSIDADE NOVE DE JULHO,Analista,Borracha,1,1,1,10,Instagram,40,2,1,0
101426484,Tecnólogo,UFRJ,Diretor,Oleo e Gas,1,1,1,5,Outros,67,67,67,3
157116553,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Engenheiro,Eletroeletronicos,1,1,1,5,Instagram,10,10,8,1
245330266,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,e-commerce,0,0,1,6,Saint Paul,30,11,7,0
767123629,Especialização,FATEC,Supervisor,Eletroeletronicos,1,1,1,7,Outros,31,3,1,0
837836002,Bacharelado,UFF,Diretor,Eletrodomesticos,1,1,1,10,Instagram,83,27,18,0
785937146,Bacharelado,Unesp,Gerente,Oleo e Gas,0,0,1,3,Linkedin,27,5,5,0
215689334,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Gerente,Siderurgica,1,1,1,8,YouTube,27,27,27,0
626627266,Licenciatura,UNICAMP,Advogado,Estado,0,0,1,10,Saint Paul,57,15,7,0
212045256,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Analista,e-commerce,1,1,1,7,YouTube,47,17,14,0
820189825,Especialização,UFPE,Analista,Montadora,0,0,1,3,Google,149,113,112,3
828397064,Especialização,UFRJ,Supervisor,Estado,0,0,1,2,Outros,33,12,10,0
